,full_name,gender,address,country,university,job_title,company,salary,credit_card,balance,vehicle,birthday,shirt_size,clean_birthday,year,age,continent,income_tax
643,Theodosia Butlin,F,8799 Wayridge Parkway,Japan,Takasaki City University of Economics,Automation Specialist IV,Centidel,85899,visa,306840,Isuzu,18/09/1995,M,1995-09-18,1995,27,Asia,18897
644,Osgood Ashfield,F,5 Mcguire Trail,Russia,St. Petersburg State University,Social Worker,Jaxspan,107623,visa,303697,Mercedes-Benz,09/09/2000,S,2000-09-09,2000,22,Asia,25829
645,Mella Tamburo,F,0632 Express Circle,Poland,Pedagogical University of the Polish Association for Adult Education in Warsaw,Media Manager I,Yotz,43413,solo,318608,BMW,10/06/1999,3XL,1999-10-06,1999,23,Europe,9550
646,Gilligan Yushin,F,957 8th Crossing,Russia,Irkutsk State Academy of Economics,Junior Executive,Photobean,22678,instapayment,437765,Chevrolet,14/09/1998,XL,1998-09-14,1998,24,Asia,2721
647,Krissie Stait,F,45689 Elmside Point,Japan,Kyoto Gakuen University,Desktop Support Technician,Realpoint,32190,visa-electron,121454,Ford,02/05/1992,L,1992-02-05,1992,30,Asia,3862
648,Farah Ferry,M,7964 Mayfield Hill,United States,Pacific Northwest College of Art,Clinical Specialist,Zoomzone,20542,visa,444944,Pontiac,28/09/1995,M,1995-09-28,1995,27,North America,2465
649,Steffi Orknay,M,9 Bluejay Way,Russia,Saratov State Socio-Economic University,Legal Assistant,Camido,66477,visa-electron,454486,Ford,21/10/1998,2XL,1998-10-21,1998,24,Asia,14624
650,Rania Woodall,M,1250 Portage Lane,Poland,Pedagogical University of Czestochowa,Speech Pathologist,Realmix,96600,bankcard,324011,Jaguar,18/11/1998,L,1998-11-18,1998,24,Europe,23184
651,Mei Titchard,F,31 Onsgard Drive,United States,Salem Teikyo University,Recruiting Manager,Microsoft,29546,solo,189712,Isuzu,30/11/1995,S,1995-11-30,1995,27,North America,3545
652,Brandtr Glozman,F,2 Everett Crossing,Japan,Nagoya University of Foreign Studies,Design Engineer,Mudo,93747,bankcard,286948,Volkswagen,29/12/1997,XL,1997-12-29,1997,25,Asia,22499
653,Mathilda Pezey,F,35686 Susan Pass,Japan,Iwate University,Recruiting Manager,Fanoodle,31313,solo,429561,Nissan,22/07/1998,XL,1998-07-22,1998,24,Asia,3757
654,Cecil Whittaker,M,2921 Vernon Hill,Poland,Pomeranian Academy of Medicine in Szczecin,VP Marketing,Roombo,68657,americanexpress,396722,Honda,17/03/1993,M,1993-03-17,1993,29,Europe,15104
655,Claretta Lacase,F,3 Thackeray Terrace,Japan,Aichi University,Database Administrator III,Meedoo,85563,visa,104101,Toyota,22/12/1993,L,1993-12-22,1993,29,Asia,18823
656,Shannen McEnery,M,344 Michigan Park,Japan,Chuo University,Clinical Specialist,Brainlounge,69098,solo,281437,Saturn,29/08/1996,S,1996-08-29,1996,26,Asia,15201
657,Shanda Sarfatti,F,12 Di Loreto Circle,United Kingdom,University of York,Web Developer I,Eidel,50971,solo,450500,Volkswagen,20/04/1994,2XL,1994-04-20,1994,28,Europe,11213
658,Joyann Kitchinghan,M,719 Westerfield Trail,Russia,Moscow Institute of Physics and Technology,Human Resources Manager,Lajo,100611,instapayment,365751,Honda,05/07/1994,3XL,1994-05-07,1994,28,Asia,24146
659,Janith Suggett,F,572 Dawn Point,Canada,"University of Moncton, Shippagan",Staff Accountant III,Microsoft,85798,visa-electron,108975,GMC,09/06/1992,S,1992-09-06,1992,30,North America,18875
660,Eba Beathem,F,9 Sommers Drive,Thailand,Mahamakut Buddhist University,Design Engineer,Rhybox,21184,visa-electron,507874,Toyota,05/06/1992,L,1992-05-06,1992,30,Asia,2542
661,Garland Matteoli,M,9540 Heffernan Road,Denmark,Royal School of Library and Information Science,Speech Pathologist,Youspan,32639,visa,100224,Infiniti,05/09/1994,S,1994-05-09,1994,28,Europe,3916
662,Binky Stopher,F,2735 Jay Court,Poland,Technical University of Zielona Gora,Project Manager,Mita,38707,americanexpress,322575,BMW,30/07/1998,S,1998-07-30,1998,24,Europe,4644
663,Mylo Beelby,M,4271 Harbort Alley,Norway,Norwegian School of Management BI,Registered Nurse,Trudeo,33906,visa-electron,284358,Mitsubishi,28/03/1992,XS,1992-03-28,1992,30,Europe,4068
664,Gareth Smalles,M,06435 Delladonna Drive,Russia,Perm State Academy of Agriculture,Clinical Specialist,Eire,59991,visa,481146,Ford,10/06/2000,M,2000-10-06,2000,22,Asia,13198
665,Barclay Denisot,M,254 5th Court,Russia,Vladimir State University,Research Associate,Facebook,71232,instapayment,437123,Chevrolet,21/01/1994,M,1994-01-21,1994,28,Asia,15671
666,Wilie Courtliff,F,53 Westridge Park,Poland,Jagiellonian University Cracow,Product Engineer,Reallinks,100025,visa,546719,GMC,27/07/1994,M,1994-07-27,1994,28,Europe,24006
667,Shelia Hooke,F,676 Jenna Point,Norway,Finnmark University College,Staff Accountant I,Trupe,20464,bankcard,539608,Porsche,15/11/1995,2XL,1995-11-15,1995,27,Europe,2455
668,Cecilia Letchford,F,5 Merchant Trail,Russia,Voronezh State Pedagogical University,Marketing Assistant,Realbuzz,60726,instapayment,106881,Mitsubishi,06/07/1992,3XL,1992-06-07,1992,30,Asia,13359
669,Kimmie Fairs,F,9 Westend Parkway,Canada,Université du Québec en Abitibi-Témiscamingue,Account Executive,Devpulse,48855,solo,315952,Jeep,21/08/1996,S,1996-08-21,1996,26,North America,10748
670,Riley Chedzoy,M,5201 American Pass,Russia,Moscow State University of Forestry Engineering,Help Desk Operator,Tanoodle,55129,visa-electron,124394,Dodge,10/03/1992,M,1992-10-03,1992,30,Asia,12128
671,Lyle Kinvig,F,961 Clyde Gallagher Pass,Poland,Aleksander Zelwerowicz State Theatre Academy,Pharmacist,Innojam,102597,instapayment,298241,Saturn,17/10/1998,2XL,1998-10-17,1998,24,Europe,24623
672,Alisa Jaray,F,16 Saint Paul Road,Germany,"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",Civil Engineer,Netflix,71529,mastercard,145056,Toyota,25/07/1999,XS,1999-07-25,1999,23,Europe,15736
673,Deloria Matthis,M,103 Park Meadow Junction,Thailand,Mahamakut Buddhist University,Software Consultant,Avavee,98630,bankcard,289608,Mitsubishi,23/03/1998,3XL,1998-03-23,1998,24,Asia,23671
674,Corrie Le feuvre,F,056 Briar Crest Lane,Thailand,"Rajamangala University of Technology, Lanna Nan",Senior Editor,Skilith,33542,visa-electron,191213,Mercedes-Benz,16/04/1999,3XL,1999-04-16,1999,23,Asia,4025
675,Jinny Huey,M,2751 Lindbergh Point,Russia,Higher School of Economics,Tax Accountant,Skinder,25608,instapayment,138317,Dodge,20/11/1991,XL,1991-11-20,1991,31,Asia,3072
676,Nataniel Faust,M,1501 Gina Circle,Russia,Vyatka State Pedagogical University,Systems Administrator I,Gigabox,22454,mastercard,327082,Scion,17/02/1996,XS,1996-02-17,1996,26,Asia,2694
677,Editha Dossett,F,90 Schlimgen Parkway,Russia,Astrahan State Medical Academy,Environmental Specialist,Yamia,60580,solo,427113,Mazda,08/10/1995,XS,1995-08-10,1995,27,Asia,13327
678,Jaquenetta Batters,F,5124 Jana Trail,Poland,Jagiellonian University Cracow,Nurse,Ailane,27178,solo,180625,Ford,04/03/1998,XS,1998-04-03,1998,24,Europe,3261
679,Kenyon Champney,M,92543 International Hill,Norway,National Academy of Fine Arts,Technical Writer,Topiclounge,108393,solo,315952,GMC,03/12/1992,M,1992-03-12,1992,30,Europe,26014
680,Jeannie Dilworth,F,70557 Caliangt Point,United States,St. Thomas University,Professor,Facebook,95687,bankcard,329456,Acura,21/02/1995,M,1995-02-21,1995,27,North America,22964
681,Milzie Blenkin,F,9 Southridge Court,Canada,University of Western Ontario,Registered Nurse,Jabbercube,64523,instapayment,414232,Toyota,12/05/1996,2XL,1996-12-05,1996,26,North America,14195
682,Gerek Albert,M,1502 Westridge Pass,Poland,University of Gdansk,Senior Quality Engineer,Livetube,78307,mastercard,339175,Mercedes-Benz,31/07/1999,XS,1999-07-31,1999,23,Europe,17227
683,Mortie Punt,F,8 Veith Street,Russia,Kursk State Technical University,Human Resources Manager,Quire,76306,mastercard,441807,Volkswagen,12/10/1994,2XL,1994-12-10,1994,28,Asia,16787
684,Jody Dodle,M,3625 Donald Junction,United States,Toccoa Falls College,Desktop Support Technician,Tagcat,37158,visa-electron,259284,BMW,27/10/1993,XL,1993-10-27,1993,29,North America,4458
685,Gelya Martusewicz,M,26 6th Plaza,Russia,Stavropol State Technical University,Product Engineer,Brainsphere,52452,mastercard,430887,Mercedes-Benz,11/03/2000,L,2000-11-03,2000,22,Asia,11539
686,Saidee Beckles,M,13 Hayes Point,Canada,Université Laval,Account Coordinator,Thoughtsphere,106269,bankcard,105867,Isuzu,15/09/1992,XL,1992-09-15,1992,30,North America,25504
687,Frankie MacDonnell,M,66832 Express Center,Poland,Pedagogical University of the Polish Association for Adult Education in Warsaw,Recruiter,Flashspan,79339,mastercard,345544,Honda,17/05/2000,L,2000-05-17,2000,22,Europe,17454
688,Scot Ventum,M,343 Melrose Pass,United States,"University of California, Berkeley",Tax Accountant,Dablist,42974,visa,500213,Toyota,13/11/1995,S,1995-11-13,1995,27,North America,9454
689,Phillipp Hambrick,F,17 Hintze Court,United States,Willamette University,Recruiting Manager,Thoughtblab,66882,americanexpress,189550,Buick,17/01/1995,M,1995-01-17,1995,27,North America,14714
690,Gerardo Jearum,F,44538 Green Ridge Point,Poland,Agricultural University of Poznan,Account Representative I,Jazzy,66477,solo,87539,Ford,04/07/1993,2XL,1993-04-07,1993,29,Europe,14624
691,Marsh Thacker,F,65 Dunning Hill,Poland,"Music Academy ""Felix Nowowiejski"" in Bydgoszcz",Accountant IV,Voomm,52128,instapayment,549183,Suzuki,15/02/1995,L,1995-02-15,1995,27,Europe,11468
692,Elyse Pauly,F,82550 Di Loreto Place,Russia,Novosibirsk State Technical University,Office Assistant III,Oba,70757,visa-electron,406065,Acura,27/09/1992,M,1992-09-27,1992,30,Asia,15566
693,Corie Fetherston,F,85 Red Cloud Road,Russia,Voronezh State Medical Academy,Automation Specialist III,Skiptube,24873,americanexpress,481406,Lincoln,30/03/1997,L,1997-03-30,1997,25,Asia,2984
694,Jaimie Burlay,M,10 Browning Pass,Russia,Voronezh State University,VP Sales,Mita,77147,americanexpress,529162,Dodge,14/04/1997,M,1997-04-14,1997,25,Asia,16972
695,Katinka Hambright,M,21135 Nancy Center,Russia,"International University of Engineering, Moscow",Programmer Analyst IV,Roodel,24421,mastercard,492157,Volkswagen,15/04/1995,2XL,1995-04-15,1995,27,Asia,2930
696,Alfons Tombs,F,2004 Holmberg Terrace,Russia,Kalmyk State University,Geologist IV,Linklinks,42379,instapayment,399487,Ford,06/11/1994,XS,1994-06-11,1994,28,Asia,9323
697,Kiersten Playford,F,4 Hintze Crossing,United States,Belmont Abbey College,Senior Quality Engineer,Eazzy,62718,mastercard,275666,GMC,06/03/1996,XS,1996-06-03,1996,26,North America,13797
698,Gipsy Skep,F,7 Warner Center,Thailand,South-East Asia University,Physical Therapy Assistant,Livetube,107589,bankcard,308613,Lotus,17/12/1991,XS,1991-12-17,1991,31,Asia,25821
699,Perri Strettell,F,78 South Way,Canada,McMaster University,Financial Advisor,Livetube,25174,solo,290330,Lincoln,08/08/1991,2XL,1991-08-08,1991,31,North America,3020
700,Danita Millwater,F,237 Redwing Street,Poland,"Music Academy ""Ignacy Jana Paderewski"" in Poznan",Developer I,Zooxo,71037,mastercard,425587,Ferrari,16/03/1999,3XL,1999-03-16,1999,23,Europe,15628
701,Nicki Hemmingway,M,46845 Sauthoff Alley,Australia,James Cook University of North Queensland,VP Marketing,Jabbercube,51285,americanexpress,161186,Ford,14/12/1996,M,1996-12-14,1996,26,Oceania,11282
702,Kendell Quinby,F,344 Bellgrove Circle,Russia,Omsk State Agrarian University,Community Outreach Specialist,Centimia,82840,visa-electron,271896,Toyota,26/07/1997,L,1997-07-26,1997,25,Asia,18224
703,Celisse Downage,M,59579 Melvin Plaza,Russia,Ulyanovsk Higher School of Civil Aviation,Executive Secretary,Bubblemix,105364,solo,516481,GMC,13/11/1995,XL,1995-11-13,1995,27,Asia,25287
704,Abdul Liepina,M,9941 West Way,Croatia,Zagreb School of Economics and Management,Compensation Analyst,Chatterpoint,31155,mastercard,143656,Subaru,12/08/1999,M,1999-12-08,1999,23,Europe,3738
705,Arlyne Gilbody,M,8 Glacier Hill Drive,United States,Daemen College,Occupational Therapist,Facebook,102603,solo,434306,Chrysler,17/03/1997,L,1997-03-17,1997,25,North America,24624
706,Germain Dotson,F,09125 Eagle Crest Lane,United States,Humboldt State University,Tax Accountant,Devshare,84537,mastercard,355364,Suzuki,15/01/1997,XL,1997-01-15,1997,25,North America,18598
707,Torrey Cometto,F,406 Independence Way,Thailand,Srinakharinwirot University,Software Consultant,Meezzy,71104,instapayment,91583,Dodge,19/09/1994,L,1994-09-19,1994,28,Asia,15642
708,Alvie Yoodall,M,61 Gina Road,Canada,Nova Scotia Agricultural College,Clinical Specialist,IBM,109805,visa,183396,Dodge,07/03/1992,3XL,1992-07-03,1992,30,North America,26353
709,Hermann Guillerman,F,70175 Mcguire Plaza,Thailand,National Institute of Development Administration,Mechanical Systems Engineer,Yambee,86596,visa-electron,363427,GMC,03/05/1996,2XL,1996-03-05,1996,26,Asia,19051
710,Hagan Carratt,F,5 Dwight Center,Japan,Shizuoka Sangyo University,Staff Accountant IV,Facebook,109084,visa-electron,381585,Toyota,02/09/1992,XS,1992-02-09,1992,30,Asia,26180
711,Allianora Sturley,F,5430 Springview Road,Germany,Eberhard-Karls-Universität Tübingen,Information Systems Manager,Brainbox,93487,mastercard,423973,Toyota,07/07/1994,2XL,1994-07-07,1994,28,Europe,22436
712,Raynell Prestie,M,40 Butternut Center,Russia,Far Eastern State Technical University,Technical Writer,Skyba,73586,solo,383351,Chevrolet,08/06/1993,XL,1993-08-06,1993,29,Asia,16188
713,Carlynn Felstead,F,47806 Bartelt Plaza,Canada,Yukon College,GIS Technical Architect,Feedfish,36493,visa,120474,Honda,13/04/1995,XL,1995-04-13,1995,27,North America,4379
714,Deena Whawell,F,7512 Crest Line Crossing,Japan,Kamakura Women's College,Business Systems Development Analyst,Realcube,62012,instapayment,364523,Ford,19/05/1991,XS,1991-05-19,1991,31,Asia,13642
715,Myles Jeavon,F,39761 Lerdahl Way,Thailand,Chiang Mai Vocational College,Nurse,Talane,26308,instapayment,488359,Kia,30/07/1999,M,1999-07-30,1999,23,Asia,3156
716,Lemuel Esslemont,F,5 Tennyson Way,Japan,Kochi University of Technology,Speech Pathologist,Thoughtbridge,92757,visa-electron,536775,Volkswagen,26/04/1991,XL,1991-04-26,1991,31,Asia,22261
717,Cristina Hartop,F,11 Spohn Crossing,Russia,National Research University of Electronic Technology,Senior Developer,Aibox,76476,americanexpress,429265,Mercedes-Benz,03/10/1994,XL,1994-03-10,1994,28,Asia,16824
718,Temp Arnau,M,919 Upham Center,Japan,Kyushu Sangyo University,Professor,Jabberbean,66477,americanexpress,522312,GMC,27/08/1997,XL,1997-08-27,1997,25,Asia,14624
719,Winne Juggins,M,750 Jana Court,Poland,Polish-Japanese Institute of Information Technology in Warsaw,Assistant Media Planner,Talane,97423,visa,166379,Ford,14/03/1992,S,1992-03-14,1992,30,Europe,23381
720,Jefferson Richarz,F,67 Esch Way,Russia,Bashkir State Agrarian University,Recruiter,Oba,50529,mastercard,446578,Kia,21/09/1999,2XL,1999-09-21,1999,23,Asia,11116
721,Fania Girsch,M,5 Colorado Center,Norway,Norwegian State Academy of Music,Chemical Engineer,Facebook,80807,visa-electron,390085,Ford,07/02/1995,S,1995-07-02,1995,27,Europe,17777
722,Carmel Skayman,M,8 Barnett Center,Japan,Ishinomaki Senshu University,Analyst Programmer,Buzzster,85949,instapayment,145593,Mercedes-Benz,24/09/1997,M,1997-09-24,1997,25,Asia,18908
723,Natalee Marchand,F,840 Kipling Drive,United States,University of Hawaii - Manoa,Clinical Specialist,Intel,65081,bankcard,284106,Mazda,19/02/1995,XS,1995-02-19,1995,27,North America,14317
724,Claudina Grix,F,8088 Golf Parkway,Japan,Japanese Red Cross College of Nursing,Executive Secretary,Kaymbo,55906,bankcard,227292,Ford,12/09/1997,2XL,1997-12-09,1997,25,Asia,12299
725,Berke Bugdall,M,98583 Pearson Alley,Croatia,University of Zadar,Compensation Analyst,Wikido,66477,visa,176623,Audi,31/07/1998,2XL,1998-07-31,1998,24,Europe,14624
726,Shena Bausor,M,18 Holmberg Way,Thailand,Naresuan University,Help Desk Technician,Buzzbean,81195,solo,156473,Chevrolet,29/04/1995,S,1995-04-29,1995,27,Asia,17862
727,Donnajean Easterby,F,2 Spaight Park,Russia,Nizhny Novgorod State Architectural - Building University,Research Nurse,Dabjam,46307,mastercard,354315,Honda,17/04/2000,M,2000-04-17,2000,22,Asia,10187
728,Robinette Snipe,M,58465 Starling Street,Russia,Omsk State Medicical Academy,Senior Financial Analyst,IBM,87172,americanexpress,141093,Ford,05/01/1999,3XL,1999-05-01,1999,23,Asia,19177
729,Sophia Dayley,F,11792 Corry Alley,Japan,Yokkaichi University,VP Product Management,Netflix,66477,visa-electron,277347,Ford,18/06/1995,M,1995-06-18,1995,27,Asia,14624
730,Anitra Giabucci,M,9 Monterey Street,Russia,"Russian Customs Academy, Vladivostok Branch",Community Outreach Specialist,Demivee,66477,instapayment,167998,Chevrolet,02/02/2000,2XL,2000-02-02,2000,22,Asia,14624
731,Everett Montrose,M,79660 Mayfield Lane,Poland,Academy of Economics in Wroclaw,Civil Engineer,Dablist,51452,mastercard,533620,Mercedes-Benz,26/02/1995,XS,1995-02-26,1995,27,Europe,11319
732,Austin Rennox,M,68 Loeprich Place,Thailand,Nivadhana University,Social Worker,Linkbuzz,76366,bankcard,447228,Chevrolet,25/11/1995,3XL,1995-11-25,1995,27,Asia,16800
733,Trevor Winsper,M,8 Fordem Point,Russia,Maxim Gorky Institute of Literature,Design Engineer,Yotz,53473,mastercard,534378,Toyota,22/05/1997,M,1997-05-22,1997,25,Asia,11764
734,Cristal Kittredge,M,8 Mallard Road,Japan,Seiwa College,Information Systems Manager,Skiba,85827,americanexpress,511755,BMW,26/05/1997,3XL,1997-05-26,1997,25,Asia,18881
735,Merrile Danslow,F,01 Kingsford Lane,Thailand,Krirk University,Actuary,Eare,41113,bankcard,544856,Ford,14/08/1995,XS,1995-08-14,1995,27,Asia,4933
736,Gustavus Feldbrin,F,0180 Veith Place,Russia,Arhangelsk State Technical University,Data Coordiator,Feedspan,41333,instapayment,414072,Chevrolet,17/02/1997,XL,1997-02-17,1997,25,Asia,4959
737,Marcy Lighterness,M,3078 Pennsylvania Junction,Russia,Krasnoyarsk State Technical University,Registered Nurse,Facebook,102866,instapayment,258192,Saturn,03/12/1991,2XL,1991-03-12,1991,31,Asia,24687
738,Mareah Armour,F,504 Burning Wood Point,Russia,Voronezh State Academy of Technology,Social Worker,Wordify,109372,instapayment,315952,Mercury,01/08/1995,S,1995-01-08,1995,27,Asia,26249
739,Gwenore Spurdens,M,34 Lighthouse Bay Crossing,Russia,St. Petersburg State University of Telecommunication,Human Resources Manager,Blogspan,36373,solo,220113,Plymouth,17/11/1993,XL,1993-11-17,1993,29,Asia,4364
740,Johny Stollsteimer,M,0711 Carpenter Avenue,Japan,Hokkaido Tokai University,Structural Engineer,Gigaclub,94311,mastercard,344820,Volkswagen,16/10/1992,XL,1992-10-16,1992,30,Asia,22634
741,Gisele Odgers,F,423 Evergreen Avenue,Spain,Universidad de Almería,Accountant III,Realfire,103544,solo,523781,Nissan,02/03/1991,L,1991-02-03,1991,31,Europe,24850
742,Maisey Tregear,F,0 Montana Road,Russia,Izhevsk State Technical University,Librarian,Digitube,73629,visa-electron,434873,GMC,24/05/1995,2XL,1995-05-24,1995,27,Asia,16198
743,Ardelia Riccard,M,945 Fallview Court,Canada,University of Alberta,VP Accounting,Livetube,81991,visa,544600,Toyota,27/02/1996,S,1996-02-27,1996,26,North America,18038
744,Nada Skegg,F,30322 Fisk Avenue,Canada,Yukon College,Director of Sales,Jaxworks,91066,instapayment,241387,Lamborghini,14/10/1994,XS,1994-10-14,1994,28,North America,21855
745,Angel Spikings,M,29 Helena Lane,United States,Slippery Rock University,Payment Adjustment Coordinator,Latz,81008,visa-electron,136418,Toyota,25/08/2000,M,2000-08-25,2000,22,North America,17821
